ID,adj.P.Val,logFC,GI,Gene.symbol,Gene.title
ILMN_1813240,5.29e-01,0.1009718,77404356,EIF1AX,eukaryotic translation initiation factor 1A, X-linked
ILMN_1703297,5.29e-01,0.03441709,NA,,
ILMN_2071429,5.29e-01,0.04488493,270265886,TTC39B,tetratricopeptide repeat domain 39B
ILMN_1669898,5.29e-01,-0.03710178,345525414,EGFL7,EGF like domain multiple 7
ILMN_1801938,5.29e-01,-0.04473158,574957073,NHS,NHS actin remodeling regulator
ILMN_1747589,5.29e-01,-0.04216227,29171728,HIST2H2AB,histone cluster 2, H2ab
ILMN_1726972,5.30e-01,0.03246115,NA,,
ILMN_1765499,5.30e-01,0.04157845,399124758,NTAN1,N-terminal asparagine amidase
ILMN_1769453,5.30e-01,0.03488095,130499471,PIH1D2,PIH1 domain containing 2
ILMN_1756542,5.30e-01,-0.06304959,270265905,TBC1D17,TBC1 domain family member 17
ILMN_2137066,5.30e-01,-0.05220015,544346187,ZNF7,zinc finger protein 7
ILMN_1657395,5.30e-01,0.08299229,196049378,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase
ILMN_2081162,5.30e-01,-0.04078459,211938420,SH3BGRL,SH3 domain binding glutamate rich protein like
ILMN_1780551,5.30e-01,-0.04802005,1017029568,ADRA1A,adrenoceptor alpha 1A
ILMN_1694980,5.30e-01,0.05448207,66346697,NAGLU,N-acetyl-alpha-glucosaminidase
ILMN_1683844,5.30e-01,-0.03973924,557947962,HSD17B13,hydroxysteroid 17-beta dehydrogenase 13
ILMN_1722695,5.30e-01,-0.03717912,56550064,CPLX2,complexin 2
ILMN_1704789,5.30e-01,0.0354997,NA,,
ILMN_1772809,5.30e-01,-0.0405547,170014726,SLC4A1,solute carrier family 4 member 1 (Diego blood group)
ILMN_1737953,5.30e-01,0.03867906,260064073,MKS1,Meckel syndrome, type 1
ILMN_1790080,5.30e-01,-0.03154352,41406079,GAS7,growth arrest specific 7
ILMN_1787567,5.30e-01,-0.15564023,345090982,TSC22D1,TSC22 domain family member 1
ILMN_1770087,5.30e-01,0.03373863,519666769,MOCS2,molybdenum cofactor synthesis 2
ILMN_1688627,5.30e-01,-0.03445354,328927011,AGBL2,ATP/GTP binding protein like 2
ILMN_1766918,5.30e-01,-0.03408005,88999598,KCNK5,potassium two pore domain channel subfamily K member 5
ILMN_1809417,5.30e-01,0.04058705,194294536,LRFN4,leucine rich repeat and fibronectin type III domain containing 4
ILMN_1774661,5.30e-01,0.08763772,38149990,SNRPB,small nuclear ribonucleoprotein polypeptides B and B1
ILMN_3231203,5.30e-01,0.03344896,226423899,LOC642929,general transcription factor II, i pseudogene
ILMN_2199554,5.30e-01,0.0844311,NA,,
ILMN_1656617,5.30e-01,-0.03801077,197245385,CCDC184,coiled-coil domain containing 184
ILMN_1721876,5.30e-01,-0.10945221,73858577,TIMP2,TIMP metallopeptidase inhibitor 2
ILMN_1735502,5.30e-01,-0.03698103,54873601,FAM181B,family with sequence similarity 181 member B
ILMN_1663298,5.30e-01,0.03673841,NA,,
ILMN_2166716,5.30e-01,-0.03266976,302565115,VCX3B,variable charge, X-linked 3B
ILMN_3246663,5.30e-01,0.03500319,NA,,
ILMN_3235907,5.31e-01,0.03930109,218749869,XRCC6P5,X-ray repair cross complementing 6 pseudogene 5
ILMN_1758559,5.31e-01,0.03377519,NA,,
ILMN_1783645,5.31e-01,-0.04555825,589269231,PIK3R6,phosphoinositide-3-kinase regulatory subunit 6
ILMN_1664771,5.31e-01,-0.03850312,5729959,OR5I1,olfactory receptor family 5 subfamily I member 1
ILMN_1722279,5.31e-01,-0.03868444,238018049,DMD,dystrophin
ILMN_1727078,5.31e-01,0.04716419,1003088723,MIEN1,migration and invasion enhancer 1
ILMN_1733963,5.31e-01,0.0404217,NA,,
ILMN_3308455,5.31e-01,-0.0494293,262206221,MIR34A,microRNA 34a
ILMN_1876924,5.31e-01,-0.07088866,296939601,WNK1,WNK lysine deficient protein kinase 1
ILMN_1752895,5.31e-01,0.07942848,296010812,STX8,syntaxin 8
ILMN_1661633,5.31e-01,0.03631664,296317288,RRP7A,ribosomal RNA processing 7 homolog A
ILMN_1693152,5.31e-01,-0.03296996,332078496,FUT8,fucosyltransferase 8
ILMN_2266962,5.31e-01,0.03179026,149408154,GYPE,glycophorin E (MNS blood group)
ILMN_3248176,5.31e-01,-0.03799858,209862786,C2CD4D,C2 calcium dependent domain containing 4D
ILMN_1730239,5.31e-01,-0.03227677,NA,,
ILMN_1663351,5.31e-01,0.03937839,39777591,SLC2A10,solute carrier family 2 member 10
ILMN_2383124,5.31e-01,-0.03283876,392513720,CYP2D6,cytochrome P450 family 2 subfamily D member 6
ILMN_1681464,5.31e-01,-0.03134555,NA,,
ILMN_3194493,5.31e-01,0.0336133,NA,,
ILMN_1826717,5.31e-01,-0.03831039,24809506,,
ILMN_1706027,5.31e-01,0.03486716,NA,,
ILMN_3239752,5.31e-01,-0.03784748,NA,,
ILMN_1790162,5.31e-01,-0.0543699,NA,,
ILMN_1714050,5.31e-01,0.04677243,NA,,
ILMN_1667517,5.32e-01,0.04148082,NA,,
ILMN_1702237,5.32e-01,0.06388824,315139018,FKBP1A,FK506 binding protein 1A
ILMN_3287239,5.32e-01,-0.03116181,NA,,
ILMN_2333766,5.32e-01,0.04290001,NA,,
ILMN_1652430,5.32e-01,0.04733986,NA,,
ILMN_3290870,5.32e-01,-0.03725987,NA,,
ILMN_2280960,5.32e-01,-0.02944727,116256341,DEPDC7,DEP domain containing 7
ILMN_1741105,5.32e-01,0.03643753,NA,,
ILMN_3287009,5.32e-01,-0.04055981,NA,,
ILMN_2099745,5.32e-01,0.04316388,304434533,TP53AIP1,tumor protein p53 regulated apoptosis inducing protein 1
ILMN_1700727,5.32e-01,-0.0862442,NA,,
ILMN_1713553,5.32e-01,0.03873466,NA,,
ILMN_1830602,5.32e-01,-0.02758536,3143636,,
ILMN_3204682,5.32e-01,-0.04523587,NA,,
ILMN_2393077,5.32e-01,-0.03299118,525507398,PCDHA1,protocadherin alpha 1
ILMN_3270597,5.32e-01,-0.03861621,NA,,
ILMN_3236680,5.32e-01,0.06962411,NA,,
ILMN_1809304,5.32e-01,0.03991987,607344279,PRAMEF12,PRAME family member 12
ILMN_1736700,5.32e-01,0.15943509,342187194,ALDOA,aldolase, fructose-bisphosphate A
ILMN_1902353,5.32e-01,-0.04726187,13458332,,
ILMN_1867659,5.32e-01,-0.03329278,119220563,ONECUT2,one cut homeobox 2
ILMN_1764690,5.32e-01,-0.03159694,317008624,NTS,neurotensin
ILMN_2180171,5.32e-01,-0.04376638,118582256,SLC18A3,solute carrier family 18 member A3
ILMN_1725696,5.32e-01,0.03952738,189163490,ATXN3,ataxin 3
ILMN_3246010,5.32e-01,-0.03850377,134133307,CYB5RL,cytochrome b5 reductase like
ILMN_3215411,5.32e-01,0.03641284,NA,,
ILMN_1759690,5.32e-01,0.03851907,618857464,PRB3,proline rich protein BstNI subfamily 3
ILMN_1820317,5.32e-01,-0.04195203,2115177,,
ILMN_2337058,5.32e-01,-0.03433303,531990832,PORCN,porcupine homolog (Drosophila)
ILMN_2360229,5.32e-01,0.05245408,56788400,MAPKAP1,mitogen-activated protein kinase associated protein 1
ILMN_1697176,5.32e-01,-0.04431859,334688841,GFAP,glial fibrillary acidic protein
ILMN_1723145,5.32e-01,0.03150827,34147389,TMEM121,transmembrane protein 121
ILMN_1738669,5.32e-01,-0.05405601,332801088,CARD14,caspase recruitment domain family member 14
ILMN_1692247,5.32e-01,0.03875758,44680129,TRIM7,tripartite motif containing 7
ILMN_3187623,5.32e-01,-0.04590001,194018731,SYCE1L,synaptonemal complex central element protein 1 like
ILMN_1801889,5.32e-01,0.03425647,62177126,MYO16,myosin XVI
ILMN_1791933,5.32e-01,-0.03190772,186287217,CCDC82,coiled-coil domain containing 82
ILMN_1771813,5.32e-01,0.03667357,NA,,
ILMN_2136089,5.32e-01,-0.05080841,NA,,
ILMN_1733947,5.32e-01,0.05716143,817478195,FKBP8,FK506 binding protein 8
ILMN_3262768,5.33e-01,-0.02794895,NA,,
ILMN_1815320,5.33e-01,-0.03355782,169881245,NR5A1,nuclear receptor subfamily 5 group A member 1
ILMN_1772660,5.33e-01,-0.04456539,169403956,ANKRD53,ankyrin repeat domain 53
ILMN_1678437,5.33e-01,-0.03409343,117606354,FRY,FRY microtubule binding protein
ILMN_1725896,5.33e-01,-0.03320779,219521829,AMIGO2,adhesion molecule with Ig like domain 2
ILMN_1690792,5.33e-01,0.04343629,NA,,
ILMN_3285819,5.33e-01,0.03132495,NA,,
ILMN_1853631,5.33e-01,-0.04129289,27839616,,
ILMN_1715669,5.33e-01,-0.04148765,971825788,TP53I11,tumor protein p53 inducible protein 11
ILMN_1786172,5.33e-01,0.03884744,142386122,GTF2H2C_2,GTF2H2 family member C, copy 2
ILMN_1745593,5.33e-01,-0.03129571,44889961,STMN1,stathmin 1
ILMN_1662675,5.33e-01,-0.03838205,497238567,ADAM2,ADAM metallopeptidase domain 2
ILMN_2284810,5.33e-01,-0.03663272,NA,,
ILMN_1652806,5.33e-01,0.0646348,51479142,ATP5J,ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6
ILMN_3246839,5.33e-01,-0.03037631,NA,,
ILMN_1797342,5.33e-01,0.06217238,68348705,FNBP1,formin binding protein 1
ILMN_2322597,5.33e-01,-0.03660139,164698545,LYPD5,LY6/PLAUR domain containing 5
ILMN_1714936,5.33e-01,0.03625642,217416371,CCDC142,coiled-coil domain containing 142
ILMN_1689852,5.33e-01,-0.04078457,442796406,PAQR6,progestin and adipoQ receptor family member 6
ILMN_1665960,5.33e-01,0.03477913,NA,,
ILMN_1768062,5.33e-01,-0.0361226,320461535,ADK,adenosine kinase
ILMN_1754468,5.33e-01,0.03592461,260099633,RGS9,regulator of G-protein signaling 9
ILMN_1682034,5.33e-01,0.02787786,105990529,HEY2,hes related family bHLH transcription factor with YRPW motif 2
ILMN_3251567,5.33e-01,-0.03639982,118402583,FBXW2,F-box and WD repeat domain containing 2
ILMN_1770850,5.33e-01,-0.05043215,52486264,PNMA1,paraneoplastic Ma antigen 1
ILMN_1813362,5.33e-01,-0.03354311,NA,,
ILMN_1724138,5.33e-01,0.04404194,332205929,KAT5,lysine acetyltransferase 5
ILMN_2046683,5.33e-01,-0.03427326,316658932,NAP1L2,nucleosome assembly protein 1 like 2
ILMN_1680054,5.33e-01,-0.0333606,62868214,LAMB3,laminin subunit beta 3
ILMN_1653180,5.33e-01,0.07414887,223555973,TPM4,tropomyosin 4
ILMN_1717727,5.33e-01,0.03441417,NA,,
ILMN_1851771,5.33e-01,-0.0543938,24813276,,
ILMN_3242443,5.33e-01,0.03534969,96974956,SNORD91B,small nucleolar RNA, C/D box 91B
ILMN_1733736,5.33e-01,-0.03744015,NA,,
ILMN_1656452,5.33e-01,0.04443197,84626579,C16orf59,chromosome 16 open reading frame 59
ILMN_1752280,5.33e-01,0.03748585,164519060,FAM131B,family with sequence similarity 131 member B
ILMN_2147114,5.33e-01,0.02829288,46249387,PSPH,phosphoserine phosphatase
ILMN_2297864,5.33e-01,-0.05293247,292781567,MTMR14,myotubularin related protein 14
ILMN_1660462,5.33e-01,0.13584615,732663006,MCOLN2,mucolipin 2
ILMN_1679707,5.33e-01,0.03676386,NA,,
ILMN_1749525,5.33e-01,-0.03113986,NA,,
ILMN_1763162,5.34e-01,0.03554852,88853060,DPH2,DPH2 homolog
ILMN_2334359,5.34e-01,-0.03126,974005265,GFRA1,GDNF family receptor alpha 1
ILMN_1725971,5.34e-01,-0.05185946,42794617,TMEM81,transmembrane protein 81
ILMN_1781814,5.34e-01,0.03042623,155029562,SEMA4B,semaphorin 4B
ILMN_1683036,5.34e-01,0.03268356,NA,,
ILMN_1756921,5.34e-01,-0.04798981,289802995,DNAI2,dynein axonemal intermediate chain 2
ILMN_1910178,5.34e-01,-0.02496119,4875179,,
ILMN_2246105,5.34e-01,0.04163152,149944683,TCAIM,T-cell activation inhibitor, mitochondrial
ILMN_1916655,5.34e-01,-0.03453443,81229051,,
ILMN_1728521,5.34e-01,0.06492453,NA,,
ILMN_3241104,5.34e-01,-0.06013275,213418006,FAM183CP,family with sequence similarity 183 member C, pseudogene
ILMN_3236169,5.34e-01,-0.03424933,157502190,MACC1,metastasis associated in colon cancer 1
ILMN_3277209,5.34e-01,-0.04112811,NA,,
ILMN_3228090,5.34e-01,0.04285539,226529226,ZNF716,zinc finger protein 716
ILMN_3258513,5.34e-01,0.03817565,223972672,LINC00301,long intergenic non-protein coding RNA 301
ILMN_1703703,5.34e-01,0.03928921,NA,,
ILMN_2228732,5.34e-01,-0.07640013,187608552,CCNG2,cyclin G2
ILMN_1674763,5.34e-01,0.0400869,NA,,
ILMN_1738989,5.34e-01,0.03657657,153090181,SYBU,syntabulin
ILMN_1651568,5.34e-01,0.03448901,308736984,MUC13,mucin 13, cell surface associated
ILMN_2383349,5.34e-01,0.05987725,59853424,STEAP3,STEAP3 metalloreductase
ILMN_1651569,5.34e-01,0.03622271,4885656,XRCC2,X-ray repair cross complementing 2
ILMN_3308445,5.34e-01,0.04724735,262206200,MIR642A,microRNA 642a
ILMN_1881287,5.34e-01,0.03187308,2557613,,
ILMN_1670019,5.34e-01,0.02908689,94421474,PEG10,paternally expressed 10
ILMN_3299365,5.34e-01,0.06001273,NA,,
ILMN_1671589,5.35e-01,0.03930627,NA,,
ILMN_1663512,5.35e-01,0.06317174,17017987,COX5B,cytochrome c oxidase subunit 5B
ILMN_1836079,5.35e-01,-0.03699221,NA,,
ILMN_1732641,5.35e-01,-0.04127867,NA,,
ILMN_1694400,5.35e-01,-0.0452717,109148504,MSR1,macrophage scavenger receptor 1
ILMN_1900356,5.35e-01,-0.03737698,27823729,,
ILMN_2089875,5.35e-01,0.05822284,662033900,TNFSF4,tumor necrosis factor superfamily member 4
ILMN_1684847,5.35e-01,0.03686125,NA,,
ILMN_1782197,5.35e-01,0.03405578,NA,,
ILMN_1663832,5.35e-01,-0.03165164,NA,,
ILMN_1744126,5.35e-01,0.04418206,NA,,
ILMN_1851760,5.35e-01,0.03357983,34532548,PFKP,phosphofructokinase, platelet
ILMN_1689086,5.35e-01,-0.03021542,948284475,CTSC,cathepsin C
ILMN_1733305,5.35e-01,-0.06307282,977380191,EIF2A,eukaryotic translation initiation factor 2A
ILMN_3236546,5.35e-01,0.03607487,NA,,
ILMN_2352590,5.35e-01,-0.04754237,110347444,ZNF33A,zinc finger protein 33A
ILMN_1857968,5.35e-01,0.03365046,NA,,
ILMN_3310810,5.35e-01,-0.02870239,262205130,MIR483,microRNA 483
ILMN_1799246,5.35e-01,0.03312311,52353942,OR6C1,olfactory receptor family 6 subfamily C member 1
ILMN_1675974,5.35e-01,0.04432774,NA,,
ILMN_1692978,5.35e-01,0.03787625,NA,,
ILMN_1689837,5.35e-01,0.03447082,NA,,
ILMN_1759913,5.35e-01,-0.04155589,157151758,MIR205HG,MIR205 host gene
ILMN_3308876,5.35e-01,0.03698765,731185087,MIR1234,microRNA 1234
ILMN_1805818,5.35e-01,0.03744542,NA,,
ILMN_1726647,5.35e-01,0.33439836,NA,,
ILMN_1659513,5.35e-01,0.0387303,NA,,
ILMN_1759698,5.35e-01,-0.03385629,NA,,
ILMN_1731729,5.35e-01,-0.03101437,NA,,
ILMN_2414962,5.35e-01,-0.03681878,507417945,MOBP,myelin-associated oligodendrocyte basic protein
ILMN_1754233,5.35e-01,-0.0347853,182507160,ITGB1,integrin subunit beta 1
ILMN_2344662,5.35e-01,0.0436671,62912480,HMGA2,high mobility group AT-hook 2
ILMN_1805665,5.35e-01,-0.03383864,301129216,FLRT3,fibronectin leucine rich transmembrane protein 3
ILMN_2138589,5.36e-01,0.07870828,66932917,MERTK,MER proto-oncogene, tyrosine kinase
ILMN_2308806,5.36e-01,0.04463696,1020158951,MAPK8,mitogen-activated protein kinase 8
ILMN_3195563,5.36e-01,-0.02891413,NA,,
ILMN_1712715,5.36e-01,-0.03801804,NA,,
ILMN_1667261,5.36e-01,-0.04797588,296080724,PJA1,praja ring finger ubiquitin ligase 1
ILMN_1796775,5.36e-01,0.03025886,442769480,RLN1,relaxin 1
ILMN_2279397,5.36e-01,-0.04091512,189095249,PKLR,pyruvate kinase, liver and RBC
ILMN_1767852,5.36e-01,-0.04202427,NA,,
ILMN_2338809,5.36e-01,0.02885037,325651830,KCNH2,potassium voltage-gated channel subfamily H member 2
ILMN_3299531,5.36e-01,0.04407099,NA,,
ILMN_1808597,5.36e-01,0.03820726,224586774,APLF,aprataxin and PNKP like factor
ILMN_2363392,5.36e-01,-0.10219912,1015809705,TNFSF14,tumor necrosis factor superfamily member 14
ILMN_1652963,5.36e-01,0.04085368,171916087,C1orf194,chromosome 1 open reading frame 194
ILMN_1734951,5.36e-01,0.03646987,4885362,GSC2,goosecoid homeobox 2
ILMN_1678435,5.36e-01,-0.04582029,325651871,SRD5A3,steroid 5 alpha-reductase 3
ILMN_2094630,5.36e-01,0.03341126,37622897,TRIM60,tripartite motif containing 60
ILMN_1783158,5.36e-01,-0.05109476,51242940,LY6G6F,lymphocyte antigen 6 complex, locus G6F
ILMN_1664165,5.36e-01,-0.03501454,194097474,IZUMO1,izumo sperm-egg fusion 1
ILMN_1743499,5.36e-01,0.03458313,588480523,POLDIP2,DNA polymerase delta interacting protein 2
ILMN_1882519,5.36e-01,-0.04236949,NA,,
ILMN_3306187,5.36e-01,-0.04238323,238624109,HIST2H2BF,histone cluster 2, H2bf
ILMN_1808633,5.36e-01,-0.0388435,333609247,C20orf96,chromosome 20 open reading frame 96
ILMN_2261519,5.36e-01,0.07116433,390407649,AIRE,autoimmune regulator
ILMN_3242405,5.36e-01,0.04928318,292658850,RMRP,RNA component of mitochondrial RNA processing endoribonuclease
ILMN_1668521,5.36e-01,0.04481613,239916000,LIM2,lens intrinsic membrane protein 2
ILMN_3242535,5.36e-01,-0.03596819,NA,,
ILMN_1814619,5.36e-01,0.05293222,110347444,ZNF33A,zinc finger protein 33A
ILMN_2343047,5.36e-01,0.07645592,156071448,ABCB9,ATP binding cassette subfamily B member 9
ILMN_2207504,5.36e-01,0.03524234,169790920,LEP,leptin
ILMN_1722945,5.36e-01,-0.03859772,222537720,C6orf52,chromosome 6 open reading frame 52
ILMN_1772179,5.36e-01,-0.03250486,50054472,OR2G2,olfactory receptor family 2 subfamily G member 2
ILMN_1707066,5.37e-01,-0.02886363,296531320,MAGEE2,MAGE family member E2
ILMN_2185675,5.37e-01,0.08175878,994317495,FAM159A,family with sequence similarity 159 member A
ILMN_2319952,5.37e-01,-0.04387526,63054843,VDR,vitamin D (1,25- dihydroxyvitamin D3) receptor
ILMN_1906020,5.37e-01,-0.03330868,1224020,,
ILMN_2146614,5.37e-01,0.03373087,315013589,RALGAPA2,Ral GTPase activating protein catalytic alpha subunit 2
ILMN_3200203,5.37e-01,-0.02705428,NA,,
ILMN_1730285,5.37e-01,-0.0329802,333470722,BZW1,basic leucine zipper and W2 domains 1
ILMN_1804329,5.37e-01,-0.03836735,668259280,TUSC2,tumor suppressor candidate 2
ILMN_3308073,5.37e-01,0.03228846,262205369,MIR126,microRNA 126
ILMN_2205695,5.37e-01,0.03678131,195539373,PACRGL,PARK2 coregulated like
ILMN_1879031,5.37e-01,-0.04746347,27880281,,
ILMN_1698072,5.37e-01,-0.05089753,334085246,PITRM1,pitrilysin metallopeptidase 1
ILMN_1773925,5.37e-01,-0.04565294,21040329,BCL2L14,BCL2 like 14
ILMN_1687960,5.37e-01,-0.04827562,73390131,LIMK2,LIM domain kinase 2
ILMN_1814281,5.37e-01,0.05108228,23510353,SPC25,SPC25, NDC80 kinetochore complex component
ILMN_1820879,5.37e-01,-0.03413835,21732373,CALML3-AS1,CALML3 antisense RNA 1
ILMN_3272374,5.37e-01,-0.03474731,NA,,
ILMN_1689427,5.37e-01,-0.03804025,NA,,
ILMN_3310426,5.37e-01,-0.03528275,262205967,MIR298,microRNA 298
ILMN_1656909,5.37e-01,-0.0381007,19718753,RGPD5,RANBP2-like and GRIP domain containing 5
ILMN_1733157,5.37e-01,0.03908865,221316730,THSD1,thrombospondin type 1 domain containing 1
ILMN_1745005,5.37e-01,-0.04725008,315360615,GGCT,gamma-glutamylcyclotransferase
ILMN_1714600,5.37e-01,0.0333889,557636686,NAV3,neuron navigator 3
ILMN_1705326,5.37e-01,0.03751066,NA,,
ILMN_1718936,5.37e-01,0.17221256,262118321,LST1,leukocyte specific transcript 1
ILMN_1915987,5.37e-01,0.0389428,27000643,,
ILMN_1667295,5.37e-01,0.03790862,88702792,VASN,vasorin
ILMN_2339835,5.37e-01,-0.13033328,403310637,PTGS1,prostaglandin-endoperoxide synthase 1
ILMN_1810037,5.37e-01,-0.05377853,632794834,RUSC2,RUN and SH3 domain containing 2
ILMN_1755506,5.37e-01,0.03776448,NA,,
ILMN_2411998,5.37e-01,-0.04848755,NA,,
ILMN_1777397,5.37e-01,-0.0368534,118582283,MSX1,msh homeobox 1
ILMN_3239643,5.37e-01,-0.03605245,212286160,LOC389332,uncharacterized LOC389332
ILMN_1685422,5.37e-01,0.03368546,NA,,
ILMN_1672339,5.37e-01,0.03652657,NA,,
ILMN_3242540,5.37e-01,0.0333056,663071019,CD163L1,CD163 molecule like 1
ILMN_1704313,5.37e-01,0.03100237,387912578,GSTCD,glutathione S-transferase C-terminal domain containing
ILMN_1662280,5.37e-01,-0.03675779,594140568,GDF1,growth differentiation factor 1
ILMN_3271398,5.37e-01,-0.03972244,NA,,
ILMN_1762167,5.37e-01,-0.03835296,264681491,GTDC1,glycosyltransferase like domain containing 1
ILMN_1702760,5.37e-01,0.0377023,157073879,PGM5P2,phosphoglucomutase 5 pseudogene 2
ILMN_1779785,5.37e-01,0.03366255,NA,,
ILMN_3188110,5.37e-01,-0.07775179,154426265,C19orf60,chromosome 19 open reading frame 60
ILMN_3238471,5.37e-01,0.04028959,223717964,ZFY,zinc finger protein, Y-linked
ILMN_1687265,5.38e-01,-0.03846916,254039591,NXF5,nuclear RNA export factor 5
ILMN_1711451,5.38e-01,0.03650329,258614004,SLC7A2,solute carrier family 7 member 2
ILMN_1674488,5.38e-01,0.037937,449784904,KCNN1,potassium calcium-activated channel subfamily N member 1
ILMN_1663948,5.38e-01,0.0314129,NA,,
ILMN_1710985,5.38e-01,0.03708168,110431363,GLIS2,GLIS family zinc finger 2
ILMN_1674629,5.38e-01,-0.03596689,308387395,C9orf3,chromosome 9 open reading frame 3
ILMN_1790515,5.38e-01,0.03884658,NA,,
ILMN_1813104,5.38e-01,-0.03203722,190014582,GALNT15,polypeptide N-acetylgalactosaminyltransferase 15
ILMN_1793962,5.38e-01,-0.03143982,145279178,OR8K5,olfactory receptor family 8 subfamily K member 5
ILMN_3241173,5.38e-01,-0.03112724,NA,,
ILMN_2113738,5.38e-01,0.11383062,209954820,MCMDC2,minichromosome maintenance domain containing 2
ILMN_3216902,5.38e-01,0.03396477,NA,,
ILMN_1765248,5.38e-01,-0.03817871,461496494,EFS,embryonal Fyn-associated substrate
ILMN_1714539,5.38e-01,0.03249933,NA,,
ILMN_3240649,5.38e-01,-0.03577772,NA,,
ILMN_2395932,5.38e-01,0.07831589,89179320,UNC45A,unc-45 myosin chaperone A
ILMN_1669713,5.38e-01,-0.0426253,NA,,
ILMN_1726198,5.38e-01,0.03599183,NA,,
ILMN_3247983,5.38e-01,0.03146336,NA,,
ILMN_2071826,5.38e-01,-0.05068815,91754187,RNF152,ring finger protein 152
ILMN_1696488,5.38e-01,0.04239773,15055547,FGF23,fibroblast growth factor 23
ILMN_1719351,5.38e-01,0.0353673,208609971,TCF21,transcription factor 21
ILMN_1864527,5.38e-01,-0.043587,27840329,,
ILMN_1770410,5.38e-01,0.04611536,NA,,
ILMN_1718833,5.38e-01,-0.03875742,190194388,UGT2B7,UDP glucuronosyltransferase family 2 member B7
ILMN_2363065,5.38e-01,0.0899882,388240765,RTN3,reticulon 3
ILMN_1670782,5.38e-01,-0.03630582,110624764,POU3F1,POU class 3 homeobox 1
ILMN_1785268,5.38e-01,-0.10519731,221316611,CD58,CD58 molecule
ILMN_1892511,5.38e-01,0.04533595,23301169,,
ILMN_1690524,5.38e-01,-0.07600148,297747290,VAMP7,vesicle associated membrane protein 7
ILMN_1806758,5.38e-01,0.04320281,38327628,C9orf85,chromosome 9 open reading frame 85
ILMN_1666593,5.38e-01,-0.03941859,526253050,IFT122,intraflagellar transport 122
ILMN_2193195,5.38e-01,0.04076571,221218978,CTAGE10P,CTAGE family member 10, pseudogene
ILMN_2231546,5.38e-01,-0.03373813,156071475,PRR27,proline rich 27
ILMN_3236079,5.38e-01,-0.03098619,NA,,
ILMN_1678362,5.38e-01,-0.04424452,528881095,INO80,INO80 complex subunit
ILMN_1795872,5.38e-01,-0.03950936,45827769,UGT1A9,UDP glucuronosyltransferase family 1 member A9
ILMN_2344744,5.38e-01,0.03714393,109452605,C10orf53,chromosome 10 open reading frame 53
ILMN_3243829,5.38e-01,0.031889,NA,,
ILMN_1665792,5.38e-01,-0.03407507,116295257,ITGA2,integrin subunit alpha 2
ILMN_3246595,5.38e-01,0.06384946,156447036,AQP12B,aquaporin 12B
ILMN_1769458,5.38e-01,-0.03824687,56682944,SPIN2B,spindlin family member 2B
ILMN_3248500,5.38e-01,-0.03497282,158262018,ZNF733P,zinc finger protein 733, pseudogene
ILMN_1687319,5.38e-01,0.03769519,375065831,SLCO1B3,solute carrier organic anion transporter family member 1B3
ILMN_1652577,5.38e-01,-0.04534285,NA,,
ILMN_1680354,5.38e-01,0.0330726,NA,,
ILMN_1660222,5.39e-01,-0.03398303,399923566,MTBP,MDM2 binding protein
ILMN_3235617,5.39e-01,0.0361832,NA,,
ILMN_2337263,5.39e-01,0.02982978,393715066,PKIB,protein kinase (cAMP-dependent, catalytic) inhibitor beta
ILMN_1912424,5.39e-01,0.02886756,27882728,,
ILMN_1705769,5.39e-01,0.04411521,315467865,IL7,interleukin 7
